Wall time,Step,Value
1670867616.8669877,0,1.377271056175232
1670867967.1177466,1,1.0601143836975098
1670868312.333366,2,0.9981271624565125
1670868657.773962,3,0.9826592206954956
1670869003.2192225,4,0.9579035639762878
1670869348.5540147,5,0.9463412165641785
1670869693.732219,6,0.9234355092048645
1670870038.961528,7,0.9106950759887695
1670870384.0106068,8,0.8860824108123779
1670870729.1841745,9,0.8814614415168762
1670871074.5527668,10,0.8612247109413147
1670871424.0379198,11,0.8739250898361206
1670871769.3264265,12,0.8799557685852051
1670872114.5622382,13,0.8680033683776855
1670872459.796228,14,0.8701903820037842
1670872804.9106977,15,0.8509199023246765
1670873149.8416283,16,0.8465350270271301
1670873494.9093668,17,0.8381198048591614
1670873839.971806,18,0.8462719917297363
1670874185.3129833,19,0.8410795331001282
1670874530.5728056,20,0.8270276188850403
1670874880.5793748,21,0.8247618079185486
1670875225.841361,22,0.8202876448631287
1670875570.9996977,23,0.8226333856582642
1670875916.3411026,24,0.8039578199386597
1670876261.5868556,25,0.8095806837081909
1670876606.9045758,26,0.8082857131958008
1670876952.158865,27,0.802318274974823
1670877297.499423,28,0.8048500418663025
1670877655.1121304,29,0.7464320659637451
1670878012.5935216,30,0.7393836975097656
1670878374.6570756,31,0.725020706653595
1670878732.238357,32,0.7246116995811462
1670879089.8129973,33,0.7165943384170532
1670879447.287988,34,0.7196348905563354
1670879804.8890772,35,0.7279447913169861
1670880162.4772027,36,0.716202974319458
1670880520.1673887,37,0.7209451794624329
1670880877.915866,38,0.7094621062278748
1670881235.5802047,39,0.7101776599884033
1670881592.957573,40,0.7025328278541565
1670881954.7834818,41,0.7105751037597656
1670882312.4000103,42,0.7077704071998596
1670882670.0502691,43,0.698845386505127
1670883027.4178429,44,0.7102168798446655
1670883385.1093364,45,0.6903121471405029
1670883742.5269704,46,0.6935318112373352
1670884100.2822824,47,0.7053200602531433
1670884457.7662623,48,0.701131284236908
1670884833.2971923,49,0.6921085715293884
1670885208.9030924,50,0.689404308795929
1670885588.8770666,51,0.6769113540649414
1670885964.417962,52,0.6860188245773315
1670886339.9804595,53,0.6879053711891174
1670886715.7405748,54,0.6816645264625549
1670887091.1058905,55,0.685251772403717
1670887466.427132,56,0.6756466031074524
1670887841.5088232,57,0.6759804487228394
1670888216.8862028,58,0.6678852438926697
1670888592.3864994,59,0.6808136105537415
1670888967.8156903,60,0.6781335473060608
1670889355.2995424,61,0.6711686253547668
1670889730.5824714,62,0.6736873984336853
1670890105.8322499,63,0.6765247583389282
1670890481.3249137,64,0.6689597964286804
1670890856.6541662,65,0.6728411316871643
1670891231.9910507,66,0.6695043444633484
1670891607.4618883,67,0.6714961528778076
1670891982.9378932,68,0.6740215420722961
1670892358.1970904,69,0.677039384841919
1670892733.5245266,70,0.6700276732444763
1670893113.9800346,71,0.6725320816040039
1670893489.2956622,72,0.6704564094543457
1670893864.681459,73,0.665919840335846
1670894240.4432366,74,0.671440839767456
1670894615.8561304,75,0.6633846759796143
1670894991.3278162,76,0.6647968888282776
