Wall time,Step,Value
1669655975.1531081,0,2.5310797691345215
1669656667.3406277,1,2.5776195526123047
1669657356.6282685,2,2.878066301345825
1669658048.811798,3,2.9944634437561035
1669658737.8062487,4,3.5023982524871826
1669659430.7142246,5,3.577542304992676
1669660118.9867628,6,2.5065932273864746
1669660813.031788,7,2.3816633224487305
1669661502.165637,8,2.0626885890960693
1669662196.017086,9,1.8521156311035156
1669662885.2565997,10,1.8251209259033203
1669663577.1307104,11,1.735795497894287
1669664265.8346279,12,1.6404191255569458
1669664958.5139444,13,1.5836490392684937
1669665645.4358847,14,1.5353583097457886
1669666337.9265993,15,1.532401204109192
1669667027.0610895,16,1.5047049522399902
1669667718.6417954,17,1.464885950088501
1669668407.4097311,18,1.4854388236999512
1669669100.191359,19,1.5149134397506714
1669669788.741721,20,1.5203860998153687
1669670482.8627748,21,1.5010125637054443
1669671169.459351,22,1.4980982542037964
1669671860.6248522,23,1.5144389867782593
1669672549.451379,24,1.5120786428451538
1669673241.0196152,25,1.5042672157287598
1669673930.6919389,26,1.4975472688674927
1669674622.565001,27,1.4928934574127197
1669675311.225683,28,1.4626740217208862
1669676025.2115884,29,0.9985600113868713
1669676735.5809455,30,1.1048059463500977
1669677450.1499171,31,1.1458624601364136
1669678160.5661325,32,1.1593838930130005
1669678875.114923,33,1.1871695518493652
1669679586.0778143,34,1.1771275997161865
1669680300.491597,35,1.1882911920547485
1669681012.1752706,36,1.1875338554382324
1669681727.5895305,37,1.2099286317825317
1669682438.9763079,38,1.2083758115768433
1669683155.959941,39,1.2180585861206055
1669683867.9764023,40,1.2180384397506714
1669684582.8464592,41,1.2294729948043823
1669685294.4082184,42,1.2245335578918457
1669686009.6555119,43,1.2300288677215576
1669686721.1411867,44,1.223758339881897
1669687436.877711,45,1.2364006042480469
1669688148.4173439,46,1.2352821826934814
1669688863.9715824,47,1.2177488803863525
1669689575.7638626,48,1.2316136360168457
1669690314.9400575,49,1.2495795488357544
1669691051.0338604,50,1.2615911960601807
1669691792.2005694,51,1.2404072284698486
1669692527.5152254,52,1.2389270067214966
1669693265.5137055,53,1.2445857524871826
1669694000.5605707,54,1.2391352653503418
1669694741.2433465,55,1.2283117771148682
1669695478.2141452,56,1.22696053981781
1669696217.5169199,57,1.2340998649597168
1669696952.953005,58,1.2343796491622925
1669697691.6970694,59,1.2242234945297241
1669698427.8037837,60,1.2451982498168945
1669699168.1242547,61,1.2344051599502563
1669699904.9448109,62,1.2198566198349
1669700644.4801912,63,1.2181464433670044
1669701375.5137157,64,1.220617651939392
1669702110.1311562,65,1.212403655052185
1669702844.3636935,66,1.2208768129348755
1669703579.800333,67,1.219590187072754
1669704310.9323711,68,1.2363704442977905
1669705047.43752,69,1.2321912050247192
1669705779.5274777,70,1.2019844055175781
1669706517.167208,71,1.2277591228485107
1669707251.0835302,72,1.2289423942565918
1669707986.4847367,73,1.216318130493164
1669708718.4064438,74,1.2225414514541626
1669709455.1023903,75,1.2331900596618652
1669710187.015113,76,1.2127954959869385
1669710922.659703,77,1.214815616607666
1669711656.6800342,78,1.2187992334365845
1669712393.3969114,79,1.2182847261428833
1669713126.0918167,80,1.2228608131408691
1669713865.4213357,81,1.2304632663726807
1669714598.9824178,82,1.2177611589431763
1669715335.4933426,83,1.22745680809021
1669716069.161612,84,1.23190438747406
1669716806.329271,85,1.2129775285720825
1669717539.3982694,86,1.2343438863754272
1669718274.9312363,87,1.2287343740463257
1669719005.4540029,88,1.225838303565979
1669719742.8587487,89,1.222739577293396
1669720478.545613,90,1.2411301136016846
1669721215.853291,91,1.2195326089859009
1669721950.4494312,92,1.2120486497879028
1669722688.3450263,93,1.2406684160232544
1669723421.018811,94,1.2294856309890747
1669724158.755394,95,1.2411837577819824
1669724895.0570476,96,1.2411192655563354
1669725633.9220958,97,1.2145776748657227
1669726368.3381245,98,1.2513742446899414
1669727105.7814114,99,1.2279798984527588
1669727840.266562,100,1.235633373260498
1669728578.6713789,101,1.232202410697937
1669729312.5652199,102,1.2409371137619019
1669730051.691739,103,1.220920205116272
1669730787.2774827,104,1.2297276258468628
1669731524.4375672,105,1.2248178720474243
1669732257.5796006,106,1.2085943222045898
1669732995.9107387,107,1.204637050628662
1669733733.8829045,108,1.254223346710205
1669734474.594623,109,1.232024073600769
1669735211.954461,110,1.2061623334884644
1669735953.7795622,111,1.2437266111373901
1669736688.7399504,112,1.2100058794021606
1669737428.1395428,113,1.2319633960723877
1669738163.5040576,114,1.2091904878616333
1669738902.6283917,115,1.2127349376678467
1669739638.7835398,116,1.2282114028930664
1669740380.1234643,117,1.2250032424926758
1669741116.6369467,118,1.197191834449768
