Wall time,Step,Value
1670867616.8684678,0,0.4235822260379791
1670867967.1196501,1,0.3836508095264435
1670868312.335342,2,0.37892746925354004
1670868657.775448,3,0.3749229907989502
1670869003.2208607,4,0.36926767230033875
1670869348.5559525,5,0.37189343571662903
1670869693.7337315,6,0.3561711609363556
1670870038.96362,7,0.36224061250686646
1670870384.0123756,8,0.3457312285900116
1670870729.1859527,9,0.3495441675186157
1670871074.554463,10,0.34806084632873535
1670871424.0395277,11,0.3490988314151764
1670871769.3281124,12,0.36281371116638184
1670872114.563851,13,0.3502312898635864
1670872459.7978776,14,0.36521831154823303
1670872804.9126437,15,0.35124653577804565
1670873149.8436348,16,0.351793110370636
1670873494.9112098,17,0.3375997245311737
1670873839.9733512,18,0.35566651821136475
1670874185.3143952,19,0.3525809049606323
1670874530.57449,20,0.34800493717193604
1670874880.5830913,21,0.3419562578201294
1670875225.8428602,22,0.3460424840450287
1670875571.0011263,23,0.34995609521865845
1670875916.3426008,24,0.3430359959602356
1670876261.594449,25,0.34917035698890686
1670876606.9062777,26,0.34536445140838623
1670876952.1602929,27,0.34298574924468994
1670877297.5007887,28,0.3457338809967041
1670877655.1137292,29,0.3360864520072937
1670878012.5949616,30,0.3385687470436096
1670878374.6589413,31,0.328806072473526
1670878732.239859,32,0.3340732753276825
1670879089.8144314,33,0.32947248220443726
1670879447.289513,34,0.3324889540672302
1670879804.8904395,35,0.34108221530914307
1670880162.4788127,36,0.33079245686531067
1670880520.1688154,37,0.3347180187702179
1670880877.9172542,38,0.33087506890296936
1670881235.581614,39,0.32992440462112427
1670881592.959724,40,0.33118972182273865
1670881954.7851768,41,0.3355412483215332
1670882312.4016905,42,0.336907297372818
1670882670.0516756,43,0.32872915267944336
1670883027.419603,44,0.33906877040863037
1670883385.1108425,45,0.32254546880722046
1670883742.5285175,46,0.33214476704597473
1670884100.2842858,47,0.33739858865737915
1670884457.7674391,48,0.33649542927742004
1670884833.2987125,49,0.33192959427833557
1670885208.9044907,50,0.3301926851272583
1670885588.878184,51,0.3275930881500244
1670885964.419288,52,0.3368523418903351
1670886339.9819174,53,0.33482205867767334
1670886715.7422698,54,0.3337673544883728
1670887091.1072145,55,0.33637967705726624
1670887466.4284372,56,0.3248823881149292
1670887841.5101573,57,0.32831883430480957
1670888216.8876126,58,0.3228490352630615
1670888592.387695,59,0.3294060528278351
