Wall time,Step,Value
1670867694.424494,0,3.605137348175049
1670868098.1882563,1,1.028730869293213
1670868487.7040753,2,0.77381432056427
1670868877.468914,3,0.6472958326339722
1670869267.0226393,4,0.5844083428382874
1670869656.5303657,5,0.5340157747268677
1670870046.2051294,6,0.47978246212005615
1670870435.751733,7,0.45460429787635803
1670870825.1740794,8,0.4018478989601135
1670871214.8255703,9,0.39430052042007446
1670871604.451896,10,0.3541829288005829
1670871996.6472406,11,0.3495126962661743
1670872386.1211717,12,0.33272266387939453
1670872775.4658492,13,0.31089138984680176
1670873165.107705,14,0.3165537118911743
1670873554.563116,15,0.2811683416366577
1670873943.9566193,16,0.2927326560020447
1670874333.5147266,17,0.28150320053100586
1670874722.8847337,18,0.27079328894615173
1670875112.3455207,19,0.26122021675109863
1670875501.7532835,20,0.25093257427215576
1670875894.127228,21,0.26054444909095764
1670876283.3721745,22,0.2398247867822647
1670876672.6190608,23,0.23855304718017578
1670877061.9711046,24,0.24009090662002563
1670877451.221839,25,0.2526455819606781
1670877840.7194483,26,0.24725428223609924
1670878229.9924955,27,0.23726902902126312
1670878619.229669,28,0.24478763341903687
1670879019.3178933,29,0.1879618614912033
1670879419.056945,30,0.17288628220558167
1670879821.8195224,31,0.1682605743408203
1670880222.0203464,32,0.16248281300067902
1670880622.1902657,33,0.16302776336669922
1670881022.179526,34,0.16036443412303925
1670881422.4483063,35,0.15417511761188507
1670881822.4726253,36,0.15055011212825775
1670882222.923532,37,0.15587808191776276
1670882622.728076,38,0.16168054938316345
1670883022.469894,39,0.15000776946544647
1670883422.6118338,40,0.1543472409248352
1670883825.4708083,41,0.14721077680587769
1670884225.7854495,42,0.14523153007030487
1670884626.0408382,43,0.1496521234512329
1670885026.249322,44,0.14846673607826233
1670885426.2430964,45,0.1433071345090866
1670885826.1907434,46,0.1518380045890808
1670886226.2683568,47,0.14548787474632263
1670886626.435928,48,0.15240539610385895
1670887041.362776,49,0.13904672861099243
1670887456.3468971,50,0.1443198323249817
1670887873.749975,51,0.1453402191400528
1670888288.4431045,52,0.1402120739221573
1670888703.354656,53,0.14433099329471588
1670889118.2131577,54,0.1464482843875885
1670889533.282923,55,0.15087758004665375
1670889948.143689,56,0.14364279806613922
1670890362.9497876,57,0.14378416538238525
1670890777.7709687,58,0.15052950382232666
1670891192.780414,59,0.14927823841571808
1670891607.6108565,60,0.14259175956249237
1670892025.0671215,61,0.15012715756893158
1670892440.0245643,62,0.14262336492538452
1670892854.7092905,63,0.15093374252319336
1670893269.5114944,64,0.15231363475322723
1670893684.5357592,65,0.15905459225177765
1670894099.335407,66,0.15387937426567078
1670894513.8217473,67,0.15135091543197632
1670894928.6777632,68,0.17240771651268005
1670895343.2266233,69,0.16597478091716766
1670895758.0789394,70,0.157049298286438
1670896175.6970184,71,0.15686355531215668
1670896590.5946658,72,0.1805647760629654
1670897005.653997,73,0.1609763652086258
1670897420.6026359,74,0.16670693457126617
1670897835.3341694,75,0.1712239682674408
1670898250.1258416,76,0.17447419464588165
1670898665.0165136,77,0.1732269674539566
1670899079.7577016,78,0.18411219120025635
1670899494.6605632,79,0.18198826909065247
1670899909.450222,80,0.1736031472682953
1670900327.2561803,81,0.18436989188194275
1670900742.2231746,82,0.18413981795310974
1670901157.2264602,83,0.18448059260845184
1670901572.1313882,84,0.18707852065563202
1670901987.1777894,85,0.1890804022550583
1670902401.8552704,86,0.2062201052904129
1670902816.74225,87,0.2160586267709732
1670903231.6678555,88,0.20158880949020386
1670903646.1926787,89,0.2034849226474762
1670904061.0380151,90,0.2136535942554474
1670904478.6936755,91,0.22349901497364044
1670904893.318464,92,0.2222030609846115
1670905308.4404204,93,0.23987025022506714
1670905723.2456284,94,0.2259928584098816
1670906138.1667745,95,0.23694105446338654
1670906552.976502,96,0.23997454345226288
1670906967.874914,97,0.22317107021808624
1670907382.685955,98,0.2312326431274414
1670907797.4599695,99,0.24115516245365143
1670908212.1261559,100,0.23279926180839539
1670908629.9538786,101,0.23548319935798645
1670909044.7343678,102,0.223130464553833
1670909459.6750534,103,0.23748968541622162
1670909874.7389758,104,0.24362054467201233
1670910289.5674398,105,0.23815512657165527
1670910704.4553425,106,0.25709280371665955
1670911119.099609,107,0.23760926723480225
1670911533.9483716,108,0.2465977668762207
1670911948.6291275,109,0.2468896359205246
1670912363.3848145,110,0.2580912113189697
1670912781.199945,111,0.25568491220474243
1670913196.169983,112,0.2650810778141022
1670913611.2101147,113,0.2483747899532318
1670914026.2483041,114,0.2448054850101471
1670914441.0915554,115,0.26546961069107056
1670914855.9426951,116,0.27196308970451355
1670915270.788194,117,0.2567913234233856
1670915685.7643456,118,0.2597644031047821
1670916100.4665082,119,0.2521289885044098
1670916515.5696847,120,0.26733601093292236
1670916933.7977648,121,0.261525422334671
1670917348.609646,122,0.27529940009117126
1670917763.4295073,123,0.27595993876457214
1670918178.2066708,124,0.2596476376056671
1670918593.1100118,125,0.2678050398826599
1670919007.8892493,126,0.2790243923664093
1670919422.755831,127,0.2549397945404053
1670919837.5791721,128,0.27046602964401245
1670920252.5420527,129,0.273772656917572
