Wall time,Step,Value
1670867694.425337,0,0.4582291543483734
1670868098.1889899,1,0.4198448956012726
1670868487.704703,2,0.3903299570083618
1670868877.469752,3,0.3763560950756073
1670869267.0236087,4,0.363810658454895
1670869656.5310204,5,0.35567647218704224
1670870046.205757,6,0.35033318400382996
1670870435.7524064,7,0.3588643968105316
1670870825.174708,8,0.34454306960105896
1670871214.8262239,9,0.34410104155540466
1670871604.4526231,10,0.3450736105442047
1670871996.64809,11,0.34214526414871216
1670872386.1218312,12,0.3327994644641876
1670872775.4666247,13,0.3398504853248596
1670873165.1085625,14,0.33730244636535645
1670873554.5637898,15,0.33590593934059143
1670873943.9572766,16,0.34054383635520935
1670874333.5153415,17,0.3369707763195038
1670874722.8855171,18,0.331817626953125
1670875112.3460872,19,0.32784709334373474
1670875501.753877,20,0.32917776703834534
1670875894.128073,21,0.33571934700012207
1670876283.3728976,22,0.3283325433731079
1670876672.6197493,23,0.3323937952518463
1670877061.9720032,24,0.32833075523376465
1670877451.2225966,25,0.3276346027851105
1670877840.7200928,26,0.33041977882385254
1670878229.9931068,27,0.3309510052204132
1670878619.2306123,28,0.3239559829235077
1670879019.3185368,29,0.3207779824733734
1670879419.057696,30,0.3242453932762146
1670879821.820434,31,0.31762251257896423
1670880222.021376,32,0.3200896680355072
1670880622.191141,33,0.32452157139778137
1670881022.1805472,34,0.32176536321640015
1670881422.4490192,35,0.3141731321811676
1670881822.4735165,36,0.32263538241386414
1670882222.924144,37,0.3221181035041809
1670882622.7287197,38,0.3201048672199249
1670883022.4715393,39,0.32122498750686646
1670883422.6125512,40,0.31799495220184326
1670883825.4716227,41,0.324383944272995
1670884225.786102,42,0.3200390636920929
1670884626.0414562,43,0.3200142979621887
1670885026.2502835,44,0.3153618276119232
1670885426.2441106,45,0.3227226436138153
1670885826.1914878,46,0.3141995370388031
1670886226.2689555,47,0.307478666305542
1670886626.4365785,48,0.32073044776916504
1670887041.3634136,49,0.31830668449401855
1670887456.3476741,50,0.31993788480758667
1670887873.7507987,51,0.32024359703063965
1670888288.4440143,52,0.31800517439842224
1670888703.3553529,53,0.31352323293685913
1670889118.2139564,54,0.3163532018661499
1670889533.283668,55,0.32001811265945435
1670889948.1445923,56,0.3139389455318451
1670890362.9504032,57,0.3194967806339264
1670890777.77178,58,0.31809359788894653
1670891192.7810836,59,0.3150350749492645
1670891607.6115346,60,0.32213863730430603
1670892025.0676768,61,0.31836530566215515
1670892440.0252407,62,0.30890899896621704
1670892854.710154,63,0.31921151280403137
1670893269.512569,64,0.3131897747516632
1670893684.536393,65,0.3200109302997589
1670894099.336123,66,0.317034512758255
1670894513.8224986,67,0.3241598606109619
1670894928.6784582,68,0.31424272060394287
1670895343.2273192,69,0.3175821006298065
1670895758.079719,70,0.31705689430236816
1670896175.6977928,71,0.3080364167690277
1670896590.595557,72,0.3252217769622803
1670897005.6547146,73,0.3225623667240143
1670897420.6034896,74,0.3234119713306427
1670897835.3348017,75,0.31837838888168335
1670898250.126438,76,0.3170630633831024
1670898665.0171769,77,0.3152677118778229
1670899079.758348,78,0.31823018193244934
1670899494.6615102,79,0.31542810797691345
1670899909.4508352,80,0.3160557150840759
1670900327.25691,81,0.32286086678504944
1670900742.2240512,82,0.31446340680122375
1670901157.227278,83,0.3125590980052948
1670901572.1329367,84,0.31460773944854736
1670901987.1786044,85,0.3118312954902649
